file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
Cligès.md,Cligès,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2185
Erec et Enide.md,Erec et Enide,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2219
"Lancelot, the Knight of the Cart.md","Lancelot, the Knight of the Cart",克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2266
Lancelot.md,Lancelot,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2264
"Perceval, the Story of the Grail.md","Perceval, the Story of the Grail",克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2304
Perceval.md,Perceval,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2303
"Yvain, the Knight of the Lion.md","Yvain, the Knight of the Lion",克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2435
Yvain.md,Yvain,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2434
一千零一夜.md,一千零一夜,佚名,T1,,CANON-015,约8—14世纪形成,T1,PASS,HIGH,CANON-015 首次成书_出版时间=约8—14世纪形成,自动通过,WL-WORK-0558
万叶集.md,万叶集,多人,T1,,CANON-234,约7—8世纪,T1,PASS,HIGH,CANON-234 首次成书_出版时间=约7—8世纪,需复核,WL-WORK-3179
三国遗事.md,三国遗事,一然,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1391
伊万.md,伊万,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1400
伊本·白图泰游记.md,伊本·白图泰游记,伊本·白图泰,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-RIHLA
佩尔西瓦尔.md,佩尔西瓦尔,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1407
兰斯洛特.md,兰斯洛特,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1412
兰斯洛特：大车骑士.md,兰斯洛特：大车骑士,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2022
列王纪.md,列王纪,菲尔多西,T1,,CANON-014,约1010,T1,PASS,HIGH,CANON-014 首次成书_出版时间=约1010,自动通过,WL-WORK-1416
前赤壁赋.md,前赤壁赋,苏轼,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1418
十日谈.md,十日谈,乔万尼·薄伽丘,T1,,CANON-025,约1353,T1,PASS,HIGH,CANON-025 首次成书_出版时间=约1353,需复核,WL-WORK-2813
卡里来和笛木乃.md,卡里来和笛木乃,伊本·穆格法,T1,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-T1-KALILA
古今和歌集.md,古今和歌集,多人（纪贯之等编）,T1,,CANON-235,约905,T1,PASS,HIGH,CANON-235 首次成书_出版时间=约905,需复核,WL-WORK-3180
后赤壁赋.md,后赤壁赋,苏轼,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1426
和泉式部日记.md,和泉式部日记,紫式部,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2037
哈里里玛卡梅集.md,哈里里玛卡梅集,哈里里,T1,,CANON-246,约1100—1122,T1,PASS,HIGH,CANON-246 首次成书_出版时间=约1100—1122,需复核,WL-WORK-3188
坎特伯雷故事集.md,坎特伯雷故事集,杰弗里·乔叟,T1,,CANON-024,约1387—1400,T1,PASS,HIGH,CANON-024 首次成书_出版时间=约1387—1400,需复核,WL-WORK-2812
太平广记.md,太平广记,李昉等编,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-TAIPING-GUANGJI
尼伯龙根之歌.md,尼伯龙根之歌,佚名,T1,,CANON-021,约1200,T1,PASS,HIGH,CANON-021 首次成书_出版时间=约1200,自动通过,WL-WORK-0673
尼雅尔萨迦.md,尼雅尔萨迦,佚名,T1,,CANON-022,约13世纪,T1,PASS,HIGH,CANON-022 首次成书_出版时间=约13世纪,自动通过,WL-WORK-1082
平家物语.md,平家物语,佚名,T1,,CANON-018,约13世纪,T1,PASS,HIGH,CANON-018 首次成书_出版时间=约13世纪,自动通过,WL-WORK-1091
库萨里.md,库萨里,犹大·哈列维,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-KUZARI
徒然草.md,徒然草,吉田兼好,T1,,CANON-236,约1330—1332,T1,PASS,HIGH,CANON-236 首次成书_出版时间=约1330—1332,需复核,WL-WORK-3181
悬诗.md,悬诗,多位诗人,T1,,CANON-245,约6世纪,T1,PASS,HIGH,CANON-245 首次成书_出版时间=约6世纪,需复核,WL-WORK-3187
扎哈克.md,扎哈克,菲尔多西,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1463
散文埃达.md,散文埃达,斯诺里·斯图鲁松,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1466
新编五代史平话.md,新编五代史平话,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-WUDAI-PINGHUA
李白诗选.md,李白诗选,李白,T1,,CANON-239,8世纪,T1,PASS,HIGH,CANON-239 首次成书_出版时间=8世纪,需复核,WL-WORK-3183
杜甫诗选.md,杜甫诗选,杜甫,T1,,CANON-240,8世纪,T1,PASS,HIGH,CANON-240 首次成书_出版时间=8世纪,需复核,WL-WORK-3184
枕草子.md,枕草子,清少纳言,T1,,CANON-017,约1002,T1,PASS,HIGH,CANON-017 首次成书_出版时间=约1002,需复核,WL-WORK-2810
果园.md,果园,萨迪,T1,,CANON-214,1257,T1,PASS,HIGH,CANON-214 首次成书_出版时间=1257,需复核,WL-WORK-3166
源氏物语.md,源氏物语,紫式部,T1,,CANON-016,约1008,T1,PASS,HIGH,CANON-016 首次成书_出版时间=约1008,自动通过,WL-WORK-1196
牧童歌.md,牧童歌,胜天,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2098
狄吉尼斯·阿克里塔斯.md,狄吉尼斯·阿克里塔斯,匿名,T1,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-T1-DIGENES
玛斯纳维.md,玛斯纳维,鲁米,T1,,CANON-213,约1258—1273,T1,PASS,HIGH,CANON-213 首次成书_出版时间=约1258—1273,需复核,WL-WORK-3165
石钟山记.md,石钟山记,苏轼,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1489
神曲.md,神曲,但丁,T1,,CANON-023,约1308—1321,T1,PASS,HIGH,CANON-023 首次成书_出版时间=约1308—1321,需复核,WL-WORK-2811
罗兰之歌.md,罗兰之歌,佚名,T1,,CANON-020,约1100,T1,PASS,HIGH,CANON-020 首次成书_出版时间=约1100,自动通过,WL-WORK-1262
英格林萨迦.md,英格林萨迦,斯诺里·斯图鲁松,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1502
莱拉和马吉农.md,莱拉和马吉农,内扎米,T1,,CANON-062,1192,T1,PASS,HIGH,CANON-062 首次成书_出版时间=1192,自动通过,WL-WORK-2127
蔷薇园.md,蔷薇园,萨迪,T1,,CANON-244,1258,T1,PASS,HIGH,CANON-244 首次成书_出版时间=1258,需复核,WL-WORK-3186
西厢记.md,西厢记,王实甫,T1,,CANON-029,约13世纪,T1,PASS,HIGH,CANON-029 首次成书_出版时间=约13世纪,自动通过,WL-WORK-2132
鲁拜集.md,鲁拜集,欧玛尔·海亚姆,T1,,CANON-061,11—12世纪,T1,PASS,HIGH,CANON-061 首次成书_出版时间=11—12世纪,需复核,WL-WORK-2821
鲁斯塔姆与苏赫拉布.md,鲁斯塔姆与苏赫拉布,菲尔多西,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1520
鸟的会议.md,鸟的会议,阿塔尔,T1,,CANON-063,约1177,T1,PASS,HIGH,CANON-063 首次成书_出版时间=约1177,需复核,WL-WORK-2822
